
"id","comment","annotation"
"14125","ভারত সমর্থকদের তো আজকে ইংল্যান্ড সাপোর্ট করার কথা ছিল","negative"
"14126","যা হয়েছে তার জন্য আমরা সকলে কি কম আর বেশী দায়ী নই?","negative"
"14127","১০০০ মানুষের জন্য বরাদ্দকৃত জনবল দিয়ে ৫০০০ জনকে সেবা দিতে গেলে এর থেকে ভাল কিছু আশা করা যায় না","negative"
"14128","এদের আমি মোটেই পছন্দ করিনা","negative"
"14129","মানুষ সবকিছুই পারে, কিন্তু সব মানুষ সব কিছু পারেনা, বিল গেটস এর আফসোস এইটার একটা উধারন","positive"
"14130","ভাই এত বড় স্পনসরসিপ বিশ্বের আর কেউ কি বাংলাদেশকে দিবে বলেন ? স্পনসরসিপ অন্য জিনিস, এর সাথে কেন মেলাচছেন","negative"
"14131","ব্যাধিটা ক্যান্সারে পরিনত হয়েছে, তাই কোন ব্যবস্থাপত্রে কাজ হচ্ছে না","negative"
"14132","অথচ ১৯০০০ বর্গ কিলোমিটার ভারতের দখলে ছিল তা আমরা পেয়েছি","positive"
"14133","’ ম্যাচের আগে জোরালোভাবেই এ কথা উচ্চারণ করেছিল হংকং","positive"
"14134","ভোটকেন্দ্র পাহারায় রাখবেন আ.লীগের নেতা–কর্মীরা","negative"
"14135","খালেদা জিয়ার আহ্বানে ১% লোকও রাস্তায় নেমে আসেনি","negative"
"14136","দুই প্রধান দলের নেত্রী কারোরই কারো উপর বিশ্বাস নাই","negative"
"14137","আমরা পারি নাই, উন্ডিজ পেরেছে; জয় গুরু","positive"
"14138","ধীরে বন্ধু ধীরে","positive"
"14139","নাকি তারাও লজ্জা পায় আপনার মিথ্যা শুনে","negative"
"14140","আইনের যুক্তিতর্ক দিয়ে পত্রিকার পাতা ভরিয়ে দেয়া যাবে, সভা সেমিনারে ঝড় তোলা যাবে, কিন্তু আইন চলবে একজনের ইচ্ছায়","negative"
"14141","আমি হলফ করে বলতে পারি কখনও ঘুম ভাঙাবে না","negative"
"14142","স্যারের লেখার মত সবার চিন্তাধারা গড়ে উঠুক অন্তরে অন্তরে","positive"
"14143","নির্বাচন কমিশনের কর্মকর্তাদের এমন সরল স্বীকারোক্তির পরেও যারা বলে নির্বাচনে কোন বিশৃঙ্খলা হয়নি, নির্বাচন সুষ্ঠু হয়েছে, বিএনপি'র ভোট বর্জন ভুল ছিল তারা কি মানুষ না আমলীগ ?","negative"
"14144","যা চাওয়ার প্রথম রাউন্ডেই চেয়ে নেন","positive"
"14145","এই মৃত্যু উপত্যকা আমার দেশ নয়","negative"
"14146","স্বাধীনতা যখন অবাধ হয় তখন সেটা স্বেচ্ছাচারিতায় পরিনত হয়","negative"
"14147","জাফর ভাই,আমি জানিনা এই লেখা আপনি পড়বেন কিনা কিন্তু প্রথম আলোর মাধ্যমে আপনাকে অনেক অনেক ধন্যবাদ","positive"
"14148","রাতে নিশ্চিন্ত মনে ঘুমুতে","positive"
"14149","বাংলাদেশ আগেও বাংলাদেশেই ছিল এখনও সেইখানে আছে এবং ভাল আছে","positive"
"14150","প্রেমে হাবুডুবু খাচ্ছে","positive"
"14151","এত সংবিধান নিয়ে লাফালাফি করেন কেন ? এরা সংবিধান পরিবর্তন করে দুটোকেই একই সাথে বৈধ্য করে নেবে","negative"
"14152","শেখ মুজিবের পরিণতিতে উল্লসিত ইনুদের নিয়ে শেখ হাসিনা আসলে কোন পথ পাড়ি দিচ্ছে?","negative"
"14153","ধন্যবাদ, কমল হাসান সাহেব","positive"
"14154","যে দল ইরানের মত দলকে একটা গোল দেওয়ার জন্য অতিরিক্ত সময়ের প্রয়োজন হয় তারা নাকি বিশ্বকাপ জিতবে","negative"
"14155","পুলিশী হেফাজতে মরন সামনের দিনগুলিতে আরো বাড়বে","negative"
"14156","আশা করি এইবারও অপরাধীরা পার পেয়ে যাবে যা আমরা অতীতে অনেকবার দেখেছি","negative"
"14157","অভিনন্দন বাংলাদেশ","positive"
"14158","হেরেছে তারা বাজেভাবে","negative"
"14159","সেই ছবির আবার সিক্যুয়েল হচ্ছে ! হায়রে দেশ","negative"
"14160","নদীমাতৃক দেশ বাংলাদেশ অথচ সাতারে নেপালের নাম যার রয়েছে পাহাড়","negative"
"14161","জঙ্গী কি আর গাছে ধরে? আচার-আচরনে বুঝে নিতে হয় যে, কারা জঙ্গী","negative"
"14162","স্কটিশরা বাংলাদেশকে হারবে","negative"
"14163","দেশের বাহিরে গেলে বুজবে, কেমন সিদ্ধান্ত","negative"
"14164","আপনি নিজেইতো অসুস্থ, নাইলে এমন মন্তব্য আসে কি করে","negative"
"14165","ওয়েস্ট ইন্ডিজ দলটাকে অনেক অনেক শুভেচ্ছা অার অভিনন্দন কারন তারা আনন্দ দেয়ার সাথে সাথে ইন্ডিয়াকে বহুদিন পরে একটা আচ্ছারকম রামধোলাই দিয়ে সাইজ করেছে","positive"
"14166","জনসমর্থন নেই","negative"
"14167","এদেশে সংবিধান নিজেদের সুবিধা মতো ঘুরিয়ে দেওয়া যায়","negative"
"14168","আওমী লীগ একটা কাজে সফল- প্রশাসনকে প্রশালীগ বানাতে পেরেছে","ambiguous"
"14169","ইসি নিজেই কি শঙ্কামুক্ত যে নিরপেক্ষ হবেন?????","negative"
"14170","ইনশাআল্লাহ আমরা দ্বিতীয় পর্বে যাব","positive"
"14171","রাজনীতির নামে অসভ্যতার চর্চা হয় বিশ্ববিদ্যালয়গুলোতে","negative"
"14172","Sajib ভাই, আপনি নিজেই তো AL এর দলকানা ! আপনি আবার কেন অন্যদেরকে দল কানা বলছেন ব্যাপারটা হাস্যকর হয়ে গেল না কি ???","negative"
"14173","কে বিএনপির প্রার্থী এটা কোন বিষয় নয়","negative"
"14174","মামুন সাহেব যেহেতু বাংলাদেশি আর সন্তানতো প্রথমে বাবার পরিচয়েই পরিচিতি লাভ করে","negative"
"14175","আর কত দিন এভাবে চলবে? এ থেকে কি কোন দিনই আমরা মুক্তি পাবো না","negative"
"14176",,"ambiguous"
"14177","ইতালির খেলোয়ারের বিনম্রতা ও সুয়ারেজের প্রতি সমবেদনা প্রকাশে সত্যিই অভিভূত ও মুগ্ধ","positive"
"14178","আমার তো মাথা ঘুরাচ্ছে ভাই","positive"
"14179","কেন আপনার নেতারা বলে জঙ্গি নেই, আবার আপনি বলছেন অন্য কথা","negative"
"14180","রুবেলের প্রেম-কাহিনীও লেখা উচিত ছিল","positive"
"14181","হয় খেলাটাকে ব্যান করে দেয়া উচিত অথবা ইন্ডিয়াকে বহিস্কার করা উচিত","negative"
"14182","আবেগ দিয়ে যেমন কোনো কিছু হাসিল করা যায়না, তেমনি দীর্ঘস্থায়ী সফল একজন অধিনায়কের এমন আচরণও অস্বিকার করার নয়","negative"
"14183","এবার বিশ্বকাপ শেষে পুরো ভারতই হায় হায় করবে","negative"
"14184","বাংলাদেশে বসে এসব তো ভাবাও যায় না","negative"
"14185","জামাত ইসলামের ঈমানী দায়ীত্ব বলে কথা","negative"
"14186","সন্ত্রাসের কাছে মাথা নত করা নয়","positive"
"14187","সহমত","positive"
"14188","রুবেল@ 'বাদী' শব্দটার সাথে জামাতিয়তাবাদীরা যায় বেশি, সে হিসেবে তাদেরকেই দলকানাবাদী বলতে পারেন","negative"
"14189","অপরাধ করে যারা পার পেয়ে যায় তারা সবাই ভালো ই থাকে, জনসাধারণ ছাড়া","negative"
"14190","জামাত- শিবিরকে দিয়ে আর যাই হোক দেশের উননতি হবে না","negative"
"14191","এই বিশ্বকাপেই তো দেখলাম পৃথিবীর এক নম্বর অলরাউন্ডারের কেরামতি","positive"
"14192","স্যার , ২০ দলের আন্দোলনে কেউ আশাবাদী নয় এর সফলতা নিয়া কিন্তু আপনারা দেশের মেধাবী ও ব্যক্তিত্ব সম্পন্ন গুরুত্বপুর্ন মানুষ হয়ে কি করে আশাবাদী হন","negative"
"14193","খুব ভাল ও গুরুত্বপূর্ণ একটি তথ্য ... ধন্যবাদ সাংবাদিক আব্দুল কাইয়ুম সাহেব এবং প্রথম আলো","positive"
"14194","আন্তত ৩ বার","neutral"
"14195","এতে কোন সমাধান পাওয়া গেল,একখানা সমাধানের প্রেসক্রিপশন দেন","neutral"
"14196","এবিষয়ে আপনার বিশ্লেষণ ও মতামত জানতে চাই","neutral"
"14197","আইজকাল গুনের কোনো দাম নাই লবিং কইরা নমিনেশ নিতে ব্যস্ত সকলেই","negative"
"14198","মুশফিক ৬","neutral"
"14199","জয়! ওয়েস্ট ইন্ডিজের জয়! জয় মুক্তিকামী ক্রিকেট প্রেমিকের জয়! তাসকিন -সানি; তোমাদের উপর যে অন্যায় ইন্ডিয়ার আঙ্গুলি হেলনে আইসিসি করেছে তার বিরুদ্ধে ক্রিকেট বিধাতার প্রতিশোধ","positive"
"14200","আমার মনে হয় সব সাফল্যের সাথে এই সাফল্যেরও ব্যাপক প্রচার হওয়া উচিত","positive"
"14201","এ সব বাজে মাফিয়ার সাথে খেলার কোনও মানে হয় না!! শেইম আই সিসি","negative"
"14202","অবশ্যই সঠিক বলেছেন","positive"
"14203","গণতন্ত্রে ক্ষমতার উৎস জনগণ","positive"
"14204","ঈদই পালন করতে ইচ্ছা করছেনা গাজার , ইউক্রেনের অবস্থা দেখে","negative"
"14205","ফালতু গবেষণা","negative"
"14206","চেষ্টা করে দেখুন পারবেন ইনশাল্লাহ","positive"
"14207","উচিৎ শিক্ষা হইতে থাকিবে","negative"
"14208","আকরাম খানের সাথে একমত","positive"
"14209","খেয়ে কাজ নেই আর","negative"
"14210","প্রতিবেদনটির জন্য প্রথম-আলোকে ধন্যবাদ","positive"
"14211","'","ambiguous"
"14212","বিশ্বকাপ জিতুক আর না জিতুক আমরা আর্জেন্টিনা সাপোর্ট করবো সবসময়","positive"
"14213","বাংলাদেশকে জয়ী হতেই হবে এমন কোন দাবী ক্রিকেটারদের প্রতি নেই তবে প্রত্যাশা করি তারা তাদের সেরাটা দিয়ে চেষ্টা করবে","positive"
"14214","জামাত-শিবির তো আল-বদর এরই নেটক্স জেনারেশ","negative"
"14215","শক্ত হলেও সত্য কথা প্রকাশের সাহস কেবল “ প্রথম আলো”দেখাতে পারে","positive"
"14216","ব্রাজিল সবসময়ই স্বপ্নের দল","positive"
"14217","আপনার সাথে সহমত","positive"
"14218","সুপার লাইক","positive"
"14219","আশাকরি পরের খেলাগুলুতে ভালো খেলবে","positive"
"14220","আজকের মাশরাফি বাহিনী কেমন অচেনা মনে হল, আশা করব পরবর্তী ম্যাচে টাইগারদের ফিরে পাব, সৌম্য নিয়ে টিম ম্যানেজমেন্ট ভাবা উচিত","negative"
"14221","আযাবুল","ambiguous"
"14222","তবে ভূলে গেলে চলবে না যে, সত্য চিরদিনই সুন্দর কথা বলে সত্যের মৃত্যু নাই","positive"
"14223","উনার ধারনা উনি মাঠে না নামলে উনার সমর্থিত প্রা্র্থীদের ভরাডুবি হবে","negative"
"14224","আমিও একমত","positive"
"14225","আর মেসি?","neutral"
"14226","এ আর নতুন কি ?","negative"
"14227","বিশ্বকাপ জয় করলেই ওই দেশের জাতীয় দলের জার্সিতে একটা করে তারকা বসে, এইটা আমরা আগে থেকে ই জানতাম","negative"
"14228","আমার মনের কথাটা বলেছেন আপনি","positive"
"14229","খেলাটা ভালই হল","positive"
"14230","২০০৬ সালের বিশ্বকাপে মেসি যখন গোল করল তখন তার বয়েস ছিল মাত্র ১৮","positive"
"14231","সুষ্ঠু নির্বাচন হলে এই সরকারের জন্য ভরাডুবির বিপদ রয়েছে","negative"
"14232","বাহ, ভালো তো","positive"
"14233","তরুণ দল আবার কোন দল ?","negative"
"14234","খুব ভাল লাগল","positive"
"14235","সংলাপ মানে সঠিক নির্বাচন, সঠিক নির্বাচন মানে জনগণের ভোটের ন্যায় অধিকার, ন্যায় অধিকার প্রতিষ্ঠা মানে ক্ষমতা হারানো, তাহলে কেন সংলাপ করার সাহস দেখাবে ?","negative"
"14236","আমারতো মনে হচ্ছে আগের ফিচারেরই দ্বিতীয় অংশ","negative"
"14237","ভুলে গেলে চলবেনা, বাংঙ্গালী কখনই কোন অন্যায়ের কাছে নতি স্বীকার করেনি","negative"
"14238","চৎকার বলেছেন","positive"
"14239","প্রশ্ন জাগে, ঘটনাটি যারাই ঘটিয়ে থাকুক, তারা কি আসলে মানুষ?","negative"
"14240","AL মাথার টুপিটা ঠিক রাখতে পেরেছে","negative"
"14241","একাত্তরের প্রকৃত মুক্তিযোদ্ধা খুঁজে নাম লিপিবদ্ধ করার প্রয়োজনীয়তা কেউ কি তেমনিভাবে অনুভব করে? তাহলে যে সুযোগ মত মুক্তিযোদ্ধার খাতায় নাম লিখাবার সুযোগ হারাবে সুবিধাবাদীরা","negative"
"14242","বাংলাদেশ আফগানিস্থানকে কূপকাত করবে নিশ্চিত","positive"
"14243","সম্পাদক সাহেব","neutral"
"14244","আপনি যদি আলিয়া মাদ্রাসার কথা বলে থাকেন তবে আমি বলব - তারা হয়নি ভাল কোনো হুজুর, হয়নি ভাল কোনো ব্যাক্তি","negative"
"14245","আমিও ঘৃণা করছি","negative"
"14246",":(","negative"
"14247","দলটা ভাল লাগে নাই","negative"
"14248","কিসের বাতর্া? বাংলাদেশ খেলবে আগে যেমন খেলত","positive"
"14249","হায় একি !! 'খান সাহেব' হিরো হতে এসে দেখছি দুইদিকের চাপে (মালিক ও শ্রমিক) শেষ পর্যন্ত জিরো হতে চলেছেন","negative"
"14250","গো-হারা হারবে মাহী বি চৌধুরীর মতো প্রার্থীরা","negative"
"14251","নেইমার ভাল তবে মেসির চেয়ে ভাল বলার সময় আসেনি","positive"
"14252","একেই বলে লীগের মুলুক","positive"
"14253","ভাই এত ভয় পেলেতো চলবে না! বিপুল সংখ্যায় ভোটার উপস্থিত হ’লে পুলিশ লীগ, গুণ্ডা লীগ এমনিতেই ভিমরি খেয়ে যাবে","negative"
"14254","এই রকম আরো অনেক কথা 'দাদাদের' শোনার অভ্যাস করতে হবে,প্রস্তুত হতে থাকুন","positive"
"14255","সে সময় পিপীলিকা নিয়ে এমন ঢাক ঢোল পিটানো হলো যে মনে না জানি করে ফেলছে","negative"
"14256","হৈ হৈ করতে করতে হাত ধরে গোল করে ঘুরতে থাকার ভিডিও কই?","negative"
"14257","আজব! ১৬ লাখ","negative"
"14258","কই!! মুসলিম ব্রাদারহুডের কোন সমাবেশে তো একবারও যৌন নির্যাতনের ঘটনা ঘটেনি!!!! তারা তো নারী পুরুষ মিলে রাবেয়া স্কয়ারে মাসের অধিক সময় ধরে ছিল, এখনও আন্দোলন করছে","negative"
"14259","পরিবারের কী পাপ ? বললেই হয় যে মুক্তিযোদ্ধা পরিবার ছাড়া কেউ আওয়ামীলীগের সদস্য হতে পারবেনা","negative"
"14260","কিন্তু বিএনপি কোনদিন এগুলোর প্রয়োজনীয়তা বুঝবেনা","negative"
"14261","আতঙ্কে ভরা সোনার বাংলা নয় এর বিকল্প ভাবুন দেশ বাচবে","positive"
"14262","১৮ বছরের আগে বিয়ে করা যাবেনা কিন্তু প্রেম করা যাবে?","negative"
"14263","ছাত্র রাজনিতি বনধ করে দেওয়া উচিত","negative"
"14264","অসুবিধাটা কোথায় ?","negative"
"14265","দেশের কোন লাভ হোক না হোক রেকর্ড তো আমাদের খাতায়","negative"
"14266","লজ্জাবোধ আছে, তাই হয়তো নাম লুকান, ফিরে যাবেন ৭১এর আগে, দোষ আপনাদের নয়, দোষ ৭১ এর বীরঙ্গনাদের","negative"
"14267","বাংলাদেশ দলের জননে বাংলাদেশ টিম মানেজমেন্ট দায়ি","negative"
"14268","অস্ট্রেলিয়ার মেয়েদেরকে অভিনন্দন","positive"
"14269","এভাবে দেশে আইনের শাসন কায়েম হলে দেশ উন্নত দেশে পরিনত হবে","positive"
"14270","বেস্ট অব লাক হিরো","positive"
"14271","অনেক ভাল চিন্তা","positive"
"14272","ওর ফিরে আসার অপেক্ষায় আছি","positive"
"14273","মহিউদ্দিন চৌধুরী মঞ্জুরুল আলমকে নিজের লোকের মত করে চালাতে পারেন","positive"
"14274","১৯৭১ সালে পাকিস্তানীরা বীর বাঙালীদের দ্বারা যেভাবে পরাজিত হয়েছিল সেই ব্যথাটা মাঝে মাঝে পূর্নিমা ও অমাবশ্যায় নতুন করে শুরু হয় তাই বাধ্য হয়েই তারা এরকম করে","negative"
"14275","লেখার শিরােনামটা একেবারে যুতসই হয়েছে","positive"
"14276","হাতি নিচেয় পড়লে পিপড়াও লাথি দেয়","negative"
"14277","কবিদের শুভেচ্ছা সুন্দর কবিতা নির্মাণের জন্য","positive"
"14278","এইসব হত্যা কান্ড নিয়ে সরকারী -বিরোধী পক্ষ দেশি বিদেশি ফায়দা নিবে, আর এর মাঝে উগ্রপন্থিরা অনন্ত এর মত নিরিহ মানুসের প্রান নিবে","negative"
"14279","অলরেডী আগের কিউরেটরকে সরিয়ে আইসিসির কিউরেটর কে মাঠের দায়িত্ব দেওয়া হয়েছে","negative"
"14280","দেশ আর জাতি আজ্ লজ্জিত","negative"
"14281","ব্যংক হিসাব নম্বর প্রকাশ করলে ভালো হত","positive"
"14282","এদেশে যত সুষ্ঠু নির্বাচন হয়েছে তার অবদান একমাত্র আওয়ামী লীগের","positive"
"14283","কি থেকে কি হয়ে যায় কেউ জানেনা","negative"
"14284","আমরা আপনার সাথে ১০০% একমত , ইমরুল কে বাদ দিতে হবে","positive"
"14285","সাদাকে সাদা , কালোকে কালো বলুন","positive"
"14286","শিক্ষাব্যবস্থায় ধর্মীয় আচ্ছাদন - এটা অবশ্যই সমর্থন যোগ্য","positive"
"14287","জার্মানি জিতবে","positive"
"14288","মিজানুর রহমান খান ইদানিং অনেক তথ্য পাচ্ছেন","positive"
"14289","৫% এর যে ক্ষমতা (তারপরও অনির্বাচিত ১৫৪ (৫২%), কোনদিন এরা ২০% ভোট পেয়ে নির্বাচিত হলে কী ক্রবে একটু ভেবে দেখুনতো","negative"
"14290","সরকারকেই এ দুই খাতে বিনিয়োগে এগিয়ে আসতে হবে","positive"
"14291","আমার বিশ্বাস, ৭ বতসরের সাজা ভোগ করতে তারেককে বৃটেন অবশ্যই ফেরত পাঠাবে","positive"
"14292","আর কত মেঘ লাগবে বজ্রপাত হওয়ার জন্য?","negative"
"14293","এখানে 'সোনার ছেলে' ছাত্র লীগের নাম জড়ানোতে ছাত্র লীগের 'সুনাম ' 'অক্ষুন্ন' থাকে নাই","negative"
"14294","যেমন বিয়ের জন্য মডেল আমাদের হৃদয়-সুজান খান রা","negative"
"14295","ঈসরাইলের সাথে আমাদের সম্পর্ক নেই, তাতে কি আমরা মারা যাচ্ছি?","positive"
"14296","শিক্ষক নিয়ে সমস্যার মূল উৎপত্তি শিক্ষক নিয়োগ প্রক্রিয়াতে","negative"
"14297","এগিয়ে যান, আল্লাহ ভরসা","positive"
"14298","যার মা হারিয়ে যায় বিশ্বের অর্ধেক তার হারিয়ে যায়","negative"
"14299","কেয়া চৌধুরীকে ধন্যবাদ","positive"
"14300","হা হা হ আহ আহ আহ","positive"
"14301","গাড়ীবোমা অচিরেই ?","negative"
"14302","কেবল শুধু শেখ হাসিনার এক ঘেয়েমি জেদের বসে দেশ আজ রসাতলে যাচ্ছে, আমি মনে করি শেখ হাসিনার আতি সত্বর পদত্যাগ করে জনগনকে একটু শান্তি দেওয়া উচিত","negative"
"14303","এবং আরামদায়ক কোথও বসে ট্যাবলেট ব্যাবহার করুন","positive"
"14304","কোয়ার্টার ফাইনালে বাংলাদেশের বিপক্ষে কত রান করসিলা মনে আছে তো বাবু ?","negative"
"14305","হাতুরেসিংহ ও সুজনকে অচিরেই বরখাস্ত করা উচিত","negative"
"14306","তড়িৎ ঘাতক কে তড়িৎ গতিতে ধরার পর তড়িৎ শক দেওয়া হলে টের পাবে","negative"
"14307","দ্রুত সেরে উঠো, তুমি যে ব্রাজিলের সবচেয়ে বড় নির্ভরতার প্রতীক, এই তথাকথিত ম্যাজিক বা ঝলক নয় ম্যাচজুড়ে নান্দনিক ফুটবলই তোমার কাছে প্রত্যাশীত, যা তুমি আগেও দেখিয়েছো আশা করি আগামীতেও দেখাবে","positive"
"14308","বদলি হিসেবে নামা স্ট্রাইকারের শেষ মুহূর্তে নেয়া শটটি গোলবারে লেগে ফিরে না আসলে খেলা টাইব্রেকার পর্যন্তই গড়াতো না","negative"
"14309","আমার গাড়ি আছে, ড্রাইভার আছে, পনের হাজার টাকা বেতন দি-ই","positive"
"14310","জনগণের অর্থে পরিচালিত এবং তাদের নিরাপত্তায় নিয়োজিত বাহিনী জবাবদিহির ঊর্ধ্বে থাকবে?","negative"
"14311","মাঝেমধ্যে মনে হয় বাংলার মাটিতে কোনো মানুষ নেই—লোকজন আছে","negative"
"14312","আপনার মতো ভদ্র লোকও এই রকম ইন্ধন দিতে পারে, কল্পনাও করতে পারিনি (প্রথম অংশে)","negative"
"14313","সাকিব ভাই, কোহলি কি ডিভিলিয়ারসের চেয়েও পাওয়ার ক্রিকেট খেলে???","negative"
"14314","কিন্তু গনহারে এ অভিযোগ এখন আর করতে পারেন না","positive"
"14315","ডিজিটাল সরকারের ডিজিটাল তেলেসমারি","negative"
"14316","শাস্ত্রমতে, একদিন দু:স্কৃতিকারীরাই দেশের রাজা হবে !!! আর যারা দুই একজন ভাল ব্যক্তিত্ব থাকবেন!, তাদেরকেই বিচারের কাঠগড়ায় দাড়াতে হবে !!! কিন্তু সেই সময় এখনও অনেক দূরে !! তবে কেন ?? সমাজের এই বেহাল অবস্থা ???","negative"
"14317","সংসারের জন্য স্বামী স্ত্রী দুই জনেরই কম্প্রোমাইজ করে চলা উচিত","positive"
"14318","শেখ হাসিনা এবং খালেদা জিয়া যা কিছু করে সবই জনগনের ভোটাধিকার রক্ষার জন্যই করে কিন্তু আপসোস এই জনগণ যে কারা সেটাই বুঝতে পারলাম না","negative"
"14319","এই কথাতে বোঝা গেল, মোদিও আওয়ামীলীগ করে","negative"
"14320","এদের আসলে --------------- জিনিষটা নাই","ambiguous"
"14321","আবার নিজেরাই সতর্ক অবস্থানে থাকবে","positive"
"14322","বাংলাদেশ শুধু গড়িবের জন্য,ধণি আর রাজনিতিকরা শুধু এ দেশে ব্যবসা করেন","negative"
"14323","পোড়া কপাল আমাদের","negative"
"14324","আপনার ফিচার সবসময় সুখপাঠ্য হয়","positive"
"14325","অভিন্দন","positive"
"14326","ভাইজান, ঐ চুক্তিতে ভারতের মধ্যে দিয়ে নেপাল ও ভুটানের পণ্য বাংলাদেশে আমদানী রপ্তানি হতে পারবে---এমন ধারা আছে","negative"
"14327","মাননীয় মেয়র জানযট নিরসনে যেই সমস্ত গাড়ী গুলো বামের লাইন বদ্ধ করে এবং নির্ধারিত ষ্টপেজ/ পার্কিং ছাড়া গাড়ী দারা করায় তাদেরকে কম পক্ষে ১০০০০ টাকা জরিমানা প্রদান করার ব্যবস্তা করুন","positive"
"14328","বিশেষ করে মুশফিককে তার ম্যান অব দ্যা ম্যাচ হবার জন্য","positive"
"14329","কথা সত্য","positive"
"14330","ধন্যবাদ","positive"
"14331","সরকারের মুখের ভেতর যে থুথু জন্ম তা উপর পানে ফেলে দিতে চাইলে কিন্তুক নিজের গায়েই এসে পড়বে সেটা ভেবেই শাহবাগকে চালানো উচিৎ ছিল মাঝখানে টান পাড়লো ওমনি থলের বেড়াল বেরিয়ে আসলো! এবার ঠেলা সামলাও","negative"
"14332","ভালো নির্বাচনে যে পক্ষই আসুক, সেটাই ভালো","positive"
"14333","মেসির গোল কিভাবে সেরা পাচ হয়?","negative"
"14334","বিজন, মনে রাখবেন, দশ চক্রে ভগবানরা আর ভুত হয় না","negative"
"14335","১৯ ওভারের পরে যত খুশি তত সময় নেয়া যায়, আইসিসি রুলস অনুযায়ী","positive"
"14336","খুব ভাল লেখা, ধন্যবাদ","positive"
"14337","আপনারা জনগণের চাওয়াকে ভয় পান,বিএনপি উস্কানি নয়, সেনাবাহিনীকে মাঠে রেখে সুষ্ঠু ও নিরপেক্ষ নির্বাচনের পরিবেশ তৈরি করতে চায়","negative"
"14338","অস্বাভাবিক নয়, মানুষের মস্তিষ্ক একটা অতি উন্নত প্রাকৃতিক কম্পিউটার ছাড়া আর কিছুই নয়","positive"
"14339","প্রাচীন কাল থেকেই আমাদের এই বঙ্গ জণপদ ঝঞ্জা বিক্ষুব্ধ ও ঝগড়া-ঝাঁটির এলাকা হিসেবে পরিচিত লাভ করে আসছে","negative"
"14340","তুমি সর্প হইয়া দংশন করো ওঝা হইয়া ঝাড়ো","negative"
"14341","দাদা দাঁতের ডাক্টারের অগ্রিম অ্যাপানমেন্ট নিয়ে নেন","negative"
"14342","ইন্ডিয়াতে মোদীর আমলে কট্ররবাদী, সাম্প্রদায়িক শক্তি এখন অনেক বেশী শক্তিশালী","negative"
"14343","অনেকেই তো দেখি নতুন প্রজম্নের মুক্তিযোদ্ধা হওয়ার আশায় আছে","negative"
"14344","দেশপ্রেমের সেই আবেগই জল হয়ে গড়িয়েছে নেইমারের দুই গাল বেয়ে","positive"
"14345","খেলায় তো পারে না,umpire লাগে জিতার জন্য আবার হিপ ! হিপ ! হুরররে ! করতাসে","negative"
"14346","পুলিশের এখন অসীম পাওয়ার","negative"
"14347","আওয়ামী লীগ স্বাধীনতা এনে দিয়েছে আর বিএনপি আমাদেরকে কি দিয়েছে? দেশকে চার যুগ পেছনে নিয়ে গেছে","negative"
"14348","করো করো , কিন্তু মনে রেখো, কড়ায় গন্ডায় সব কিছুর হিসাব নেবে ট্রাম্প","negative"
"14349","আমাদের দেশে ধান্দার জন্য প্রকল্প গ্রহন করা হয় তাই ধান্দাবাজিত থাকবেই","negative"
"14350","দেশের এতো মিডিয়া কিছুই জানেনা, জানে সব ইন্ডিয়া আর আমেরিকার নিউজ চ্যানেল","negative"
"14351","মানুষ যা চাইবে, যার চাহিদা উপযোগিতা তৈরি হবে সেটাই টিকে থাকবে বা সামনে আসবে","positive"
"14352","ফিলাডেলফিয়ায় ডেমোক্রেটিক পার্টির জাতীয় সম্মেলনে ফার্স্ট লেডি মিশেল ওবামাই ছিলেন আকর্ষণ তিনি তার কথার মালায় সবাইকে মাত করে দিয়ে দলের মধ্যে যে বিভক্তির সৃষ্টি হয়েছিল তার অবসান ঘটিয়ে দলকে এক প্লাটফর্মে নিয়ে আসেন","positive"
"14353","শান্তির দেশে একি অশান্তি? সামনে হজ্জ আসতেছে, ব্যাপার টা আমাদের সৌদি প্রবাসী ও হজ্জ যাত্রীদের জন্য চিন্তার বিষয়","negative"
"14354","দেশের মানুষের মুক্তি অাদেৌ মিলবে কি ?","negative"
"14355","ভাই আপনি ইতালিতে আওয়ামিলীগের কোন পদে আছেন","negative"
"14356","বেচারা ইলিশ","negative"
"14357","সবাইকে মন দিযে কাজ করা উচিত","positive"
"14358","জনগন এখন আর বিম্পি’র কথায় বিশ্বাস করে না","negative"
"14359","রাষ্ট্রপতির বক্তব্য ড. দিলারা চৌধুরীর কাছে অপ্রত্যাশিত হবেই","negative"
"14360","ধন্যবাদ আপনাকে","positive"
"14361","তবে বিভিন্ন ঋতুতে সূর্যের উদয় অস্তের পথও বিভিন্ন","negative"
"14362","ঢাকঢোল না পিটালে আপনি জানবেন কিভাবে?","positive"
"14363","ওর প্রথম দিকের খেলা দেখাই বুঝেছিলাম এ ছেলে অনেক দুর যাবে","positive"
"14364","সত্যিই অসাধারণ পারফরমেন্স ফ্রম পাকিস্তান","positive"
"14365","ছবি এত ব্লার কেন?","negative"
"14366","মজা পেলাম","positive"
"14367","সরকার ঘোষিত সময়ে বাংলাদেশের জেলেরা মাছ না ধরলেও পার্শ্ববর্তী দেশ ভারতের জেলেরা ইলিশ ধরা অব্যাহত রাখেন","negative"
"14368","ভারত আমাদের সমুদ্রে ভাগ বসিযে কিছু অংশ নিয়ে নিল","negative"
